id,kind,source,name_ru,name_en,tier,rarity,roll,class,trait,range,damage,burden,armor_score,thresholds,crafts_into,community,url,text_ru,text_en
hi36,item,Hope & Fear,Перчатки из Кожи Гуля,Ghoulskin Gloves,,rare,36,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi36.html,"Пока вы носите эти перчатки, ваш урон от физического оружия считается одновременно физическим и магическим.","When you attack with a physical weapon while wearing these gloves, the damage is considered both physical and magic."
hi37,item,Hope & Fear,Перчатки Расторопности,Gloves of Alacrity,,very_rare,37,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi37.html,"Когда вы должны отметить Стресс, чтобы перезарядить оружие, вы его не отмечаете.","When you would mark a Stress to reload a weapon, you don't mark it."
hi38,item,Hope & Fear,Амулет Бессонного,Insomniac's Periapt,,very_rare,38,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi38.html,"Если вы отдыхаете, не очищая ни Раны, ни Стресс, вы получаете +2 к броскам атаки и урона до следующего отдыха.","When you take a rest without clearing Hit Points or Stress, you gain a +2 bonus to attack and damage rolls until your next rest."
hi39,item,Hope & Fear,Седло Дикого Наездника,Wildrider's Saddle,,very_rare,39,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi39.html,"Любое животное, на которое надето это седло, начинает понимать команды всадника.",This saddle grants any animal it's strapped onto the ability to understand their rider's commands.
hi40,item,Hope & Fear,Венцы Душ-Близнецов,Soul-Twin Circlets,,very_rare,40,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi40.html,"Эту пару венцов могут носить два существа. Вы можете потратить Надежду, чтобы поменяться местами с тем, у кого второй венец.",Two creatures can wear this pair of circlets. You can spend a Hope to switch places with whoever is wearing the other circlet.
hi41,item,Hope & Fear,Оракул Именующего,Namer's Oracle,,very_rare,41,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi41.html,"Один раз за сессию вы можете бросить этот набор рунических костей, чтобы узнать полное имя последнего человека, которого коснулись.","Once per session, you can roll this set of runic dice to reveal the full name of the last person you touched."
hi42,item,Hope & Fear,Оправа Горнила,Crucible Frames,,very_rare,42,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi42.html,"Эти очки показывают слабые места предметов и существ. Три раза до следующего отдыха вы можете потратить Надежду, чтобы получить преимущество на бросок атаки.","These eyeglasses reveal weak points in objects and creatures. Three times per rest, you can spend a Hope to gain advantage on an attack roll."
hi43,item,Hope & Fear,Брошь Двуликой Эгиды,Two-Faced Aegis Brooch,,very_rare,43,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi43.html,Один раз до следующего отдыха подбросьте монету. При орле вы получаете иммунитет к следующему физическому урону. При решке вы получаете иммунитет к следующему магическому урону.,"Once per rest, flip a coin. On heads, you become immune to the next physical damage you take. On tails, you become immune to the next magic damage you take."
hi44,item,Hope & Fear,Браслеты Отбрасывания,Knockback Bracelets,,very_rare,44,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi44.html,При успешной атаке оружием вы можете отбросить цель на расстояние до Средней дистанции.,"On a successful weapon attack, you can knock your target back up to Close range from their location."
hi45,item,Hope & Fear,Силовой Диск,Force Disc,,very_rare,45,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi45.html,"Этот мерцающий плоский диск магической силы диаметром в метр привязан к камешку. Диск всегда парит в метре к северу от камешка и на той же высоте. Камешек весит в сто раз меньше того, что лежит на диске.","This shimmering two-dimensional disc of magical force has a 4-foot diameter and is magically tethered to a pebble. The disc always floats 3 feet north of, and at the same elevation as, the pebble. The pebble has a mass equal to one-hundredth of the total mass carried by the disc."
hi46,item,Hope & Fear,Кротовьи Рукавицы,Molepaw Mittens,,very_rare,46,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi46.html,"Потратьте Надежду, чтобы следующие 10 минут плыть сквозь землю, как сквозь воду.",Spend a Hope to swim through earth as if it were water for the next 10 minutes.
hi47,item,Hope & Fear,Кулон Хранителя Времени,Timekeeper's Pendant,,very_rare,47,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi47.html,На каждом отдыхе вы можете выбрать дополнительный Ход Отдыха.,You can choose an additional downtime move each rest.
hi48,item,Hope & Fear,Кулон Железного Кинжала,Iron Dagger Pendant,,very_rare,48,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi48.html,"Один раз до следующего продолжительного отдыха вы можете потратить Надежду и назвать этому кулону имя существа. Кулон мягко тянет вас к этому существу, где бы оно ни было, до вашего следующего продолжительного отдыха.","Once per long rest, you can spend a Hope to tell the pendant a creature's name. The pendant gently pulls you toward that creature's current location until your next long rest."
hi49,item,Hope & Fear,Ошейник Возвышения,Collar of Ascendancy,,legendary,49,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi49.html,Животное в этом ошейнике получает способность говорить и понимать общую речь.,An animal who wears this collar gains the ability to speak and understand common speech.
hi50,item,Hope & Fear,Убежище Вне Времени,Temporal Sanctuary,,legendary,50,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi50.html,"Если персонаж игрока отдыхает в этом убежище, он может выбрать дополнительный Ход Отдыха.",A PC who takes a rest in the temporal sanctuary can choose an additional downtime move.
hi51,item,Hope & Fear,Шлем Героя,Hero's Helm,,legendary,51,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi51.html,"Когда вы выбрасываете критический успех на атаку, все союзники в пределах Средней дистанции получают Надежду.","When you critically succeed on an attack, all allies within Close range gain a Hope."
hi52,item,Hope & Fear,Кольца Дружбы,Rings of Friendship,,legendary,52,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi52.html,"Эту пару колец в форме свернувшихся змей могут носить два существа. Вы можете тратить Надежду того, у кого второе кольцо (с его разрешения), как свою.",Two creatures can wear this pair of rings shaped like coiled snakes. You can spend the Hope of whoever is wearing the other ring (with their permission) as if it were your own.
hi53,item,Hope & Fear,Кольца Товарищества,Rings of Camaraderie,,legendary,53,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi53.html,"Эту пару деревянных колец могут носить два существа. Вы можете отмечать Стресс того, у кого второе кольцо (с его разрешения), как свой.",Two creatures can wear this pair of wooden rings. You can mark the Stress of whoever is wearing the other ring (with their permission) as if it were your own.
hi54,item,Hope & Fear,Кольца Союза,Rings of Alliance,,legendary,54,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi54.html,"Эту пару колец из розового золота могут носить два существа. Один раз за сессию вы можете инициировать Командный Бросок с тем, у кого второе кольцо, не тратя Надежду и не расходуя свой обычный Командный Бросок.","Two creatures can wear this pair of rose gold rings. Once per session, you can initiate a Tag Team Roll with whoever is wearing the other ring without spending Hope or counting against your session limit for Tag Team Rolls."
hi55,item,Hope & Fear,Венец Пожирателя Страха,Phobophage's Circlet,,legendary,55,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi55.html,"Когда Мастер тратит Страх, бросьте d4. Один раз за сцену, если выпадет 4, вы очищаете Стресс.","When the GM spends a Fear, roll a d4. Once per scene on a result of 4, you clear a Stress."
hi56,item,Hope & Fear,Иглошаль,Quillshawl,,legendary,56,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi56.html,"Если противник атакует вас Вплотную, он должен преуспеть в Броске Реакции (12) или отметить Рану.","If an adversary attacks you within Melee range, they must succeed on a Reaction Roll (12) or mark a Hit Point."
hi57,item,Hope & Fear,Кулон Искривления,Warp Pendant,,legendary,57,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi57.html,"Один раз до следующего отдыха отметьте Стресс, чтобы телепортироваться в место, которое вы отчётливо видите.","Once per rest, mark a Stress to teleport to a location you can clearly see."
hi58,item,Hope & Fear,Рамы-Порталы,Portal Frames,,legendary,58,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi58.html,"Эти две небольшие богато украшенные рамы, красная и синяя, связаны между собой. Всё, что входит в одну, выходит из другой.","This pair of small ornate frames, one red and one blue, are connected. Anything that passes into one exits from the other."
hi59,item,Hope & Fear,Реликвия Единения,Communion Relic,,legendary,59,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi59.html,"Один раз до следующего отдыха вы можете потратить Надежду, чтобы использовать Опыт союзника как свой. Вы можете носить только одну реликвию.","Once per rest, you can spend a Hope to use an ally's Experience as if it were your own. You can carry only one relic."
hi60,item,Hope & Fear,Реликвия Авгура,Augur's Relic,,legendary,60,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hi60.html,"Один раз до следующего продолжительного отдыха вы можете активировать своё Свойство Надежды, не тратя Надежду. Вы можете носить только одну реликвию.","Once per long rest, you can activate your Hope feature without spending Hope. You can carry only one relic."
hc1,consumable,Hope & Fear,Оберегающая Свеча,Warding Candle,,common,1,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc1.html,"Зажгите эту свечу, и в пределах Средней дистанции разольётся ореол света. Существо снаружи ореола не может войти в него, если замышляет недоброе против того, кто внутри. Свеча горит час.",You can light this candle to fill an area within Close range with a halo of light. A creature outside the halo can't enter it if they have ill intent toward a creature within it. The candle burns for an hour.
hc2,consumable,Hope & Fear,Радужная Пыль,Iridian Dust,,common,2,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc2.html,"Этот разноцветный порошок липнет ко всему, и существа, покрытые им, не могут становиться Скрытыми.",This multicolored powder sticks to everything and prevents creatures covered in it from becoming Hidden.
hc3,consumable,Hope & Fear,Семя Вергласа,Verglasian Seed,,common,3,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc3.html,Этим осколком льда можно мгновенно заморозить участок воды в пределах Средней дистанции.,You can use this ice shard to instantly freeze an area of water up to Close range.
hc4,consumable,Hope & Fear,Безоар Виночерпия,Cupbearer's Bezoar,,common,4,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc4.html,"Проглотив этот безоар, вы получаете иммунитет к ядам до следующего продолжительного отдыха.",You can swallow this bezoar to become immune to poisons until your next long rest.
hc5,consumable,Hope & Fear,Зелье Мохового Покрова,Mossmantle Potion,,common,5,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc5.html,"Выпейте этот чай, чтобы до следующего отдыха идеально сливаться с природным окружением.",You can drink this tea to perfectly blend into natural environments until your next rest.
hc6,consumable,Hope & Fear,Пастилка Лирохвоста,Lyrebird Lozenge,,common,6,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc6.html,"Рассосите эту пастилку, чтобы до конца сцены безупречно подражать любому услышанному голосу.",You can dissolve this lozenge in your mouth to perfectly mimic any voice you've heard until the end of the scene.
hc7,consumable,Hope & Fear,Флакон Мягкого Падения,Vial of Featherfall,,common,7,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc7.html,"Выпейте это зелье, чтобы следующие 10 минут не получать урон от падения.",You can drink this potion to ignore damage from falling for the next 10 minutes.
hc8,consumable,Hope & Fear,Слюна Химеры,Chimeric Saliva,,common,8,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc8.html,"Смажьте этой слюной физическое оружие, и до следующего отдыха его урон станет магическим.",You can apply this saliva to a weapon that deals physical damage to change its damage type to magic until your next rest.
hc9,consumable,Hope & Fear,Пакетик Космической Пыли,Packet of Space Dust,,common,9,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc9.html,"Всё, что покрыто этой пылью, становится легче воздуха. Одного пакетика хватает на содержимое корзины для пикника, а эффект длится час.","This dust causes anything it covers to become lighter than air. One packet contains enough dust to cover the contents of a picnic basket, and the effects last for an hour."
hc10,consumable,Hope & Fear,Трубочное Зелье,Pipeweed,,common,10,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc10.html,"Когда во время короткого отдыха вы выбираете Ход Отдыха «Снять Стресс», вы можете выкурить этот неопьяняющий лист. Все, кто выбрал этот ход, включая вас, очищают дополнительный Стресс.","When you choose the Clear Stress downtime move during a short rest, you can smoke this non-intoxicating leaf to clear an additional Stress. Any other PCs who chose the Clear Stress downtime move also gain this benefit."
hc11,consumable,Hope & Fear,Порошок Провидца Смерти,Deathseer's Powder,,common,11,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc11.html,"Посыпьте этим порошком тело недавно умершего, и последняя минута его жизни разыграется перед вами призрачным видением.",You can sprinkle this powder over a recently deceased corpse to conjure a spectral reprise of their final minute of life.
hc12,consumable,Hope & Fear,Соль Истребителя,Slayer's Salt,,common,12,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc12.html,"Насыпьте эту соль линией по подоконникам или порогам, чтобы создать магический барьер, который нежить не может пересечь, пока линия цела.",You can spread this salt in a line along windowsills or thresholds to create a magical barrier that undead creatures can't cross until the line is broken.
hc13,consumable,Hope & Fear,Молоко Якамеля,Yakamel Milk,,uncommon,13,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc13.html,"Выпейте это молоко. В следующий раз, когда вы очищаете одну Рану или больше, очистите дополнительную Рану.","After consuming this milk, the next time you clear 1 or more Hit Points, you clear an additional Hit Point."
hc14,consumable,Hope & Fear,Гриб Светящегося Мха,Glowmoss Mushroom,,uncommon,14,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc14.html,"Разломите этот гриб, и он будет ярко светиться синим до следующего продолжительного отдыха.","You can break this mushroom into pieces, causing it to glow bright blue until your next long rest."
hc15,consumable,Hope & Fear,Масло Алой Слизи,Red Ooze Oil,,uncommon,15,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc15.html,"Смажьте этим маслом оружие. При следующей успешной атаке этим оружием вы наносите дополнительно 1d8 магического урона и временно Поджигаете цель. Пока цель Подожжена, она получает 1d4 магического урона, когда её активируют.","You can coat your weapon in this oil. The next successful attack you make with this weapon deals an extra 1d8 magic damage and temporarily Ignites the target. While Ignited, the target takes 1d4 magic damage when they take the spotlight."
hc16,consumable,Hope & Fear,Мгновенный Лагерь,Instant Camp,,uncommon,16,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc16.html,"Эта небольшая механическая коробка раскладывается в палатку, где безопасно помещаются шесть человек. В конце вашего следующего продолжительного отдыха палатка оседает.",You can unfold this small mechanical box into a camping tent large enough to safely house six people. The tent collapses at the end of your next long rest.
hc17,consumable,Hope & Fear,Связка Паучьих Лапок,Bundle of Spiderlegs,,uncommon,17,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc17.html,"Съешьте эти лапки, чтобы до следующего отдыха ходить по стенам.",You can eat these spiderlegs to walk on walls until your next rest.
hc18,consumable,Hope & Fear,Бутыль Цисканского Тумана,Ciscan Fog Bottle,,uncommon,18,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc18.html,"Разбейте этот сосуд, чтобы заполнить область в пределах Средней дистанции магическим туманом. Существо, вошедшее в туман, очищает Стресс и становится Скрытым.",You can break this jar to fill the area within Close range with magical mist. A creature who enters the mist clears a Stress and becomes Hidden.
hc19,consumable,Hope & Fear,Семя Хваткого Терна,Snapthorn Seed,,uncommon,19,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc19.html,"Бросьте это семя в точку, которую вы видите. Оно взрывается клубком опутывающих лоз, которые временно Обездвиживают всех существ в пределах Средней дистанции от этой точки.",You can throw this seed at a point you can see. It explodes into a tangle of binding vines that temporarily Restrains all creatures within Close range of that point.
hc20,consumable,Hope & Fear,Бутыль с Духом,Sprite Bottle,,uncommon,20,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc20.html,"Когда вы отмечаете последнюю Рану, эта бутыль разбивается и выпускает запертого внутри духа. Дух очищает все ваши Раны, после чего исчезает из Царства смертных.","When you mark your last Hit Point, this bottle shatters to release the Sprite inside. The Sprite clears all your Hit Points before fading from the Mortal Realm."
hc21,consumable,Hope & Fear,Гравитационная Бомба,Gravity Bomb,,uncommon,21,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc21.html,Бросьте этот механический шар размером с персик в точку в пределах Далекой дистанции. Он схлопывается и притягивает Вплотную к себе всех существ и все предметы в пределах Средней дистанции от этой точки.,You can throw this peach-sized mechanical orb at a point within Far range. It implodes and pulls all creatures and objects within Close range of that point into Melee range with it.
hc22,consumable,Hope & Fear,Цветок Сплетен,Gossip Flower,,uncommon,22,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc22.html,"Посадите это семя в землю. Оно мгновенно вырастает в цветок, который до недели запоминает всё, что слышит. Сорванный цветок пересказывает услышанное слово в слово, после чего вянет.","You can plant this seed in soil. It instantly grows into a small flower that records everything it hears for up to one week. When plucked, the flower recites what it recorded in real time, then withers."
hc23,consumable,Hope & Fear,Жетон Подмены,Displacement Token,,uncommon,23,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc23.html,"Проглотите этот жетон, чтобы создать двух своих иллюзорных двойников, которыми вы можете управлять. Каждый двойник существует, пока не получит урон или до следующего отдыха.",You can swallow this token to conjure two illusions of yourself that you can control. Each illusion lasts until it takes damage or until your next rest.
hc24,consumable,Hope & Fear,Пыль Ночной Карги,Night Hag's Dust,,uncommon,24,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc24.html,"Сдуйте эту пыль в лицо противнику, чтобы он не мог очистить Стресс до вашего следующего продолжительного отдыха.",You can blow this dust in an adversary's face to prevent them from clearing Stress until your next long rest.
hc25,consumable,Hope & Fear,Самошьющая Нить,Self-Sewing Thread,,rare,25,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc25.html,"Этой нитью можно очистить либо Рану, либо 2 Ячейки Брони.",You can use this thread to clear either a Hit Point or 2 Armor Slots.
hc26,consumable,Hope & Fear,Удача Каменщика,Stonemason's Fortune,,rare,26,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc26.html,"Бросьте этот серый кирпич на землю, и он мгновенно вырастет в стену из цельного камня высотой два метра, шириной три метра и толщиной полметра.","When you throw this gray brick on the ground, it immediately grows into a 6-foot-tall, 10-foot-wide, and 2-foot-deep wall of solid stone."
hc27,consumable,Hope & Fear,Мнемоническое Зелье,Mnemonic Potion,,rare,27,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc27.html,"Выпейте это зелье, чтобы использовать Опыт, не тратя Надежду.",You can drink this potion to Utilize an Experience without spending a Hope.
hc28,consumable,Hope & Fear,Мазь Саламандры,Salamander Salve,,rare,28,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc28.html,"Нанесите эту мазь на кожу, чтобы до следующего отдыха получить иммунитет к жару.",You can apply this salve to your skin to make yourself immune to heat until your next rest.
hc29,consumable,Hope & Fear,Масло Зелёной Слизи,Green Ooze Oil,,rare,29,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc29.html,"Смажьте этим маслом оружие. При следующей успешной атаке этим оружием вы наносите дополнительно 1d8 магического урона и временно Разъедаете цель. Пока цель Разъедена, она получает штраф -2 к порогам урона.","You can coat your weapon in this oil. The next successful attack you make with this weapon deals an extra 1d8 magic damage and temporarily Corrodes the target. While Corroded, the target gains a -2 penalty to their damage thresholds."
hc30,consumable,Hope & Fear,Сфера Солнечного Света,Sunlight Orb,,rare,30,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc30.html,"Разбейте эту сферу, и целые сутки область в пределах Очень Далекой дистанции будет выглядеть так, будто стоит солнечный день.",You can shatter this orb to make the area within Very Far range appear as though it's sunlit daytime for the next 24 hours.
hc31,consumable,Hope & Fear,Сфера Лунного Света,Moonlight Orb,,rare,31,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc31.html,"Разбейте эту сферу, и целые сутки область в пределах Очень Далекой дистанции будет выглядеть так, будто стоит лунная ночь.",You can shatter this orb to make the area within Very Far range appear as though it's moonlit nighttime for the next 24 hours.
hc32,consumable,Hope & Fear,Фляга Мидаса,Midas Flask,,rare,32,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc32.html,"Вылейте на обыденный предмет алхимическую жидкость из этой небольшой фляги, и он мгновенно превратится в горсть золота.",You can pour this small flask of alchemical liquid over a mundane item to instantly transmute it into a handful of gold.
hc33,consumable,Hope & Fear,Посох Обращения,Staff of Reversal,,rare,33,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc33.html,"Сломайте этот посох о землю, чтобы обратить одно магическое превращение или эффект в пределах Далекой дистанции.",You can break this staff against the ground to reverse one magical transformation or effect within Far range.
hc34,consumable,Hope & Fear,Варево Берсерка,Berserker's Brew,,rare,34,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc34.html,"Выпив это варево, вы получаете бонус к Силе и штраф к Искусности и Знанию, равные вашему Инстинкту (минимум 1). Эффект длится до следующего отдыха или пока вы не совершите Предсмертный Ход.","When you drink this dram of liquid, you gain a bonus to your Strength and a penalty to your Finesse and Knowledge equal to your Instinct (minimum 1). This effect lasts until you make a death move or until your next rest."
hc35,consumable,Hope & Fear,Осколок Эмберита,Emberite Shard,,rare,35,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc35.html,"Выберите точку в пределах Далекой дистанции. Все цели в пределах Средней дистанции от неё должны преуспеть в Броске Реакции (16) или получить 3d6 магического урона и временно оказаться Объятыми пламенем. Пока существо Объято пламенем, оно бросает d4 при каждом броске действия. При результате 1 оно отмечает Рану, при результате 4 снимает это состояние.","Choose a point within Far range. All targets within Close range of that point must succeed on a Reaction Roll (16) or take 3d6 magic damage and become temporarily Ablaze. While Ablaze, a creature must roll a d4 whenever they make an action roll. On a result of 1, they mark a Hit Point. On a result of 4, they clear the Ablaze condition."
hc36,consumable,Hope & Fear,Осколок Арктицита,Arcticite Shard,,rare,36,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc36.html,Выберите точку в пределах Далекой дистанции. Все цели в пределах Средней дистанции от неё должны преуспеть в Броске Реакции (16) или получить 3d6 магического урона и временно стать Обездвиженными льдом.,Choose a point within Far range. All targets within Close range of that point must succeed on a Reaction Roll (16) or take 3d6 magic damage and become temporarily Restrained by ice.
hc37,consumable,Hope & Fear,Осколок Фульгурита,Fulgurite Shard,,very_rare,37,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc37.html,"Выберите точку в пределах Далекой дистанции. Все цели в пределах Средней дистанции от неё должны преуспеть в Броске Реакции (16) или получить 3d6 магического урона и отметить 1d4 Стресса, пока область прошивают молнии.",Choose a point within Far range. All targets within Close range of that point must succeed on a Reaction Roll (16) or take 3d6 magic damage and mark 1d4 Stress as lightning crackles through the area.
hc38,consumable,Hope & Fear,Настой Демиурга,Demiurge's Draught,,very_rare,38,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc38.html,"Выпейте этот настой, чтобы получить +1 к Мастерству для следующего успешного броска атаки.",You can drink this draught to gain a +1 bonus to your Proficiency for your next successful attack roll.
hc39,consumable,Hope & Fear,Чай из Петушиного Когтя,Cockerel Claw Tea,,very_rare,39,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc39.html,"Выпейте этот чай, чтобы обновить свои свойства так, будто вы совершили продолжительный отдых.",You can drink this tea to refresh your features as if you had taken a long rest.
hc40,consumable,Hope & Fear,Зелье Бдительности,Potion of Vigilance,,very_rare,40,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc40.html,"Выпейте это зелье, чтобы получить +1 к Уклонению, пока не отметите Рану.",You can drink this potion to gain a +1 bonus to your Evasion until you mark a Hit Point.
hc41,consumable,Hope & Fear,Какофоническая Микстура,Cacophonous Concoction,,very_rare,41,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc41.html,"Выпейте это зелье, и на час всё, что вы скажете или сделаете, станет невозможно пересказать. Любые попытки свидетелей передать увиденное, услышанное или иначе воспринятое выходят искажёнными или бессмысленными.","When you drink this potion, anything you say or do in the next hour becomes impossible for a witness to recount. Any attempts they make to communicate what they saw, heard, or otherwise sensed comes out garbled or nonsensical."
hc42,consumable,Hope & Fear,Медовуха Кошмаров,Nightmare Mead,,very_rare,42,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc42.html,"Выпейте это зелье, чтобы узнать глубочайший страх следующего человека, с которым встретитесь взглядом. Когда вы это делаете, Мастер получает Страх.","You can drink this potion to discover the deepest fear of the next person you make eye contact with. When you do, the GM gains a Fear."
hc43,consumable,Hope & Fear,Кол Запрета,Stake of Abjuration,,very_rare,43,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc43.html,"Вбейте этот кол в землю и объявите запрет. До следующего отдыха каждое существо в пределах Далекой дистанции от кола, нарушившее запрет, должно отметить Стресс. Затем кол рассыпается.","You can hammer this stake into the ground and make a proclamation. Until your next rest, a creature within Far range of the stake who transgresses that proclamation must mark a Stress. The stake lasts until your next rest, then it shatters."
hc44,consumable,Hope & Fear,Саван Проводника Душ,Psychopomp's Shroud,,very_rare,44,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc44.html,Накройте этим саваном тело недавно умершего существа. Дух умершего входит в саван и служит вам призрачным помощником до следующего рассвета. На рассвете он уходит за завесу смерти и забирает саван с собой.,"You can place this shroud over the corpse of a recently deceased creature. The creature's spirit enters the shroud and becomes your spectral assistant until the next sunrise, when they pass through the veil of death and take the shroud with them."
hc45,consumable,Hope & Fear,Пузырёк Глубинных Чернил,Phial of Deep Ink,,very_rare,45,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc45.html,"Выпейте чернила из этого пузырька, чтобы на час превратиться в головоногого моллюска примерно вашего размера. Вы получаете упругую кожу, мягкие кости и способность дышать под водой, а конечностей у вас становится восемь.","You can drink this bottle of ink to transform into a cephalopod of roughly your size for the next hour. You gain rubbery skin, soft bones, the ability to breathe underwater, and new limbs until you have eight total."
hc46,consumable,Hope & Fear,Тоник Месмера,Mesmer's Tonic,,very_rare,46,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc46.html,"Выпейте этот тоник, и до следующего отдыха вы не будете слышать ничего, кроме поверхностных мыслей существ в пределах Близкой дистанции.","When you drink this tonic, the only thing you can hear until your next rest are the surface thoughts of creatures within Very Close range."
hc47,consumable,Hope & Fear,Зелье Невидимости,Invisibility Potion,,very_rare,47,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc47.html,"Вы Скрыты, пока не нанесёте урон другому существу или до следующего отдыха.",You are Hidden until you deal damage to another creature or until your next rest.
hc48,consumable,Hope & Fear,Формоидная Сыворотка,Formoid Serum,,very_rare,48,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc48.html,"Выпейте это зелье, чтобы до конца сцены стать роем из 16 миллионов муравьёв. Вы сохраняете доступ ко всему снаряжению, добыче и свойствам.","You can drink this potion to become a swarm of 16 million ants until the end of the scene. You keep and have access to all equipment, loot, and features."
hc49,consumable,Hope & Fear,Мазь Стальной Кожи,Steelskin Salve,,legendary,49,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc49.html,"Нанесите эту мазь на кожу, чтобы до конца сцены получить бонус к порогам урона, равный вашему Рангу.",You can apply this salve to your skin to gain a bonus to your damage thresholds equal to your tier until the end of the scene.
hc50,consumable,Hope & Fear,Помело Божка,Godling's Pomelo,,legendary,50,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc50.html,"Съешьте этот плод, чтобы очистить все Раны и Стресс.",You can eat this citrus fruit to clear all Hit Points and Stress.
hc51,consumable,Hope & Fear,Настойка Змеиной Кожи,Snakeskin Spirit,,legendary,51,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/hc51.html,"Выпейте это зелье, чтобы сбросить внешний слой кожи и залечить шрам.",You can drink this potion to slough off your outer layer of skin and heal a scar.
